k,n,dist,treatment_shift,test_name,alpha,rejection_rate
3,2,F1,26.966292134831463,DD_test,0.05,0.586992
3,2,F1,26.966292134831463,JT_test,0.1,0.658596
3,2,F1,26.966292134831463,DD_test,0.1,0.873988
3,2,F1,27.52808988764045,JT_test,0.01,0.0
3,2,F1,27.52808988764045,DD_test,0.01,0.0
3,2,F1,27.52808988764045,JT_test,0.05,0.32892
3,2,F1,27.52808988764045,DD_test,0.05,0.590696
3,2,F1,27.52808988764045,JT_test,0.1,0.658064
3,2,F1,27.52808988764045,DD_test,0.1,0.881892
3,2,F1,28.08988764044944,JT_test,0.01,0.0
3,2,F1,28.08988764044944,DD_test,0.01,0.0
3,2,F1,28.08988764044944,JT_test,0.05,0.329364
3,2,F1,28.08988764044944,DD_test,0.05,0.596412
3,2,F1,28.08988764044944,JT_test,0.1,0.660504
3,2,F1,28.08988764044944,DD_test,0.1,0.889956
3,2,F1,28.65168539325843,JT_test,0.01,0.0
3,2,F1,28.65168539325843,DD_test,0.01,0.0
3,2,F1,28.65168539325843,JT_test,0.05,0.331732
3,2,F1,28.65168539325843,DD_test,0.05,0.602932
3,2,F1,28.65168539325843,JT_test,0.1,0.662904
3,2,F1,28.65168539325843,DD_test,0.1,0.89744
3,2,F1,29.213483146067418,JT_test,0.01,0.0
3,2,F1,29.213483146067418,DD_test,0.01,0.0
3,2,F1,29.213483146067418,JT_test,0.05,0.330664
3,2,F1,29.213483146067418,DD_test,0.05,0.606456
3,2,F1,29.213483146067418,JT_test,0.1,0.663108
3,2,F1,29.213483146067418,DD_test,0.1,0.903288
3,2,F1,29.775280898876407,JT_test,0.01,0.0
3,2,F1,29.775280898876407,DD_test,0.01,0.0
3,2,F1,29.775280898876407,JT_test,0.05,0.32876
3,2,F1,29.775280898876407,DD_test,0.05,0.609568
3,2,F1,29.775280898876407,JT_test,0.1,0.66238
3,2,F1,29.775280898876407,DD_test,0.1,0.909316
3,2,F1,30.337078651685395,JT_test,0.01,0.0
3,2,F1,30.337078651685395,DD_test,0.01,0.0
3,2,F1,30.337078651685395,JT_test,0.05,0.332288
3,2,F1,30.337078651685395,DD_test,0.05,0.614564
3,2,F1,30.337078651685395,JT_test,0.1,0.663732
3,2,F1,30.337078651685395,DD_test,0.1,0.914644
3,2,F1,30.898876404494384,JT_test,0.01,0.0
3,2,F1,30.898876404494384,DD_test,0.01,0.0
3,2,F1,30.898876404494384,JT_test,0.05,0.331212
3,2,F1,30.898876404494384,DD_test,0.05,0.618328
3,2,F1,30.898876404494384,JT_test,0.1,0.664088
3,2,F1,30.898876404494384,DD_test,0.1,0.920144
3,2,F1,31.460674157303373,JT_test,0.01,0.0
3,2,F1,31.460674157303373,DD_test,0.01,0.0
3,2,F1,31.460674157303373,JT_test,0.05,0.332236
3,2,F1,31.460674157303373,DD_test,0.05,0.622516
3,2,F1,31.460674157303373,JT_test,0.1,0.6645
3,2,F1,31.460674157303373,DD_test,0.1,0.925852
3,2,F1,32.02247191011236,JT_test,0.01,0.0
3,2,F1,32.02247191011236,DD_test,0.01,0.0
3,2,F1,32.02247191011236,JT_test,0.05,0.33162
3,2,F1,32.02247191011236,DD_test,0.05,0.623536
3,2,F1,32.02247191011236,JT_test,0.1,0.662776
3,2,F1,32.02247191011236,DD_test,0.1,0.928992
3,2,F1,32.58426966292135,JT_test,0.01,0.0
3,2,F1,32.58426966292135,DD_test,0.01,0.0
3,2,F1,32.58426966292135,JT_test,0.05,0.334104
3,2,F1,32.58426966292135,DD_test,0.05,0.629928
3,2,F1,32.58426966292135,JT_test,0.1,0.66674
3,2,F1,32.58426966292135,DD_test,0.1,0.935208
3,2,F1,33.14606741573034,JT_test,0.01,0.0
3,2,F1,33.14606741573034,DD_test,0.01,0.0
3,2,F1,33.14606741573034,JT_test,0.05,0.333688
3,2,F1,33.14606741573034,DD_test,0.05,0.632076
3,2,F1,33.14606741573034,JT_test,0.1,0.665816
3,2,F1,33.14606741573034,DD_test,0.1,0.939472
3,2,F1,33.70786516853933,JT_test,0.01,0.0
3,2,F1,33.70786516853933,DD_test,0.01,0.0
3,2,F1,33.70786516853933,JT_test,0.05,0.333892
3,2,F1,33.70786516853933,DD_test,0.05,0.63428
3,2,F1,33.70786516853933,JT_test,0.1,0.664836
3,2,F1,33.70786516853933,DD_test,0.1,0.943628
3,2,F1,34.26966292134831,JT_test,0.01,0.0
3,2,F1,34.26966292134831,DD_test,0.01,0.0
3,2,F1,34.26966292134831,JT_test,0.05,0.332252
3,2,F1,34.26966292134831,DD_test,0.05,0.636536
3,2,F1,34.26966292134831,JT_test,0.1,0.664728
3,2,F1,34.26966292134831,DD_test,0.1,0.9478
3,2,F1,34.831460674157306,JT_test,0.01,0.0
3,2,F1,34.831460674157306,DD_test,0.01,0.0
3,2,F1,34.831460674157306,JT_test,0.05,0.334644
3,2,F1,34.831460674157306,DD_test,0.05,0.639908
3,2,F1,34.831460674157306,JT_test,0.1,0.666236
3,2,F1,34.831460674157306,DD_test,0.1,0.951056
3,2,F1,35.3932584269663,JT_test,0.01,0.0
3,2,F1,35.3932584269663,DD_test,0.01,0.0
3,2,F1,35.3932584269663,JT_test,0.05,0.333048
3,2,F1,35.3932584269663,DD_test,0.05,0.6416
3,2,F1,35.3932584269663,JT_test,0.1,0.666176
3,2,F1,35.3932584269663,DD_test,0.1,0.954944
3,2,F1,35.95505617977528,JT_test,0.01,0.0
3,2,F1,35.95505617977528,DD_test,0.01,0.0
3,2,F1,35.95505617977528,JT_test,0.05,0.331728
3,2,F1,35.95505617977528,DD_test,0.05,0.641184
3,2,F1,35.95505617977528,JT_test,0.1,0.663552
3,2,F1,35.95505617977528,DD_test,0.1,0.957776
3,2,F1,36.51685393258427,JT_test,0.01,0.0
3,2,F1,36.51685393258427,DD_test,0.01,0.0
3,2,F1,36.51685393258427,JT_test,0.05,0.332432
3,2,F1,36.51685393258427,DD_test,0.05,0.644996
3,2,F1,36.51685393258427,JT_test,0.1,0.665896
3,2,F1,36.51685393258427,DD_test,0.1,0.960964
3,2,F1,37.07865168539326,JT_test,0.01,0.0
3,2,F1,37.07865168539326,DD_test,0.01,0.0
3,2,F1,37.07865168539326,JT_test,0.05,0.3322
3,2,F1,37.07865168539326,DD_test,0.05,0.64714
3,2,F1,37.07865168539326,JT_test,0.1,0.66588
3,2,F1,37.07865168539326,DD_test,0.1,0.963692
3,2,F1,37.64044943820225,JT_test,0.01,0.0
3,2,F1,37.64044943820225,DD_test,0.01,0.0
3,2,F1,37.64044943820225,JT_test,0.05,0.333556
3,2,F1,37.64044943820225,DD_test,0.05,0.649408
3,2,F1,37.64044943820225,JT_test,0.1,0.66618
3,2,F1,37.64044943820225,DD_test,0.1,0.966972
3,2,F1,38.20224719101124,JT_test,0.01,0.0
3,2,F1,38.20224719101124,DD_test,0.01,0.0
