k,n,dist,treatment_shift,test_name,alpha,rejection_rate
4,2,F1,7.303370786516854,DD_test,0.01,0.56706
4,2,F1,7.303370786516854,JT_test,0.05,0.8379
4,2,F1,7.303370786516854,DD_test,0.05,0.88724
4,2,F1,7.303370786516854,JT_test,0.1,0.91524
4,2,F1,7.303370786516854,DD_test,0.1,0.95876
4,2,F1,7.415730337078651,JT_test,0.01,0.37994
4,2,F1,7.415730337078651,DD_test,0.01,0.57776
4,2,F1,7.415730337078651,JT_test,0.05,0.84572
4,2,F1,7.415730337078651,DD_test,0.05,0.8952
4,2,F1,7.415730337078651,JT_test,0.1,0.91944
4,2,F1,7.415730337078651,DD_test,0.1,0.96234
4,2,F1,7.52808988764045,JT_test,0.01,0.39782
4,2,F1,7.52808988764045,DD_test,0.01,0.5989
4,2,F1,7.52808988764045,JT_test,0.05,0.85818
4,2,F1,7.52808988764045,DD_test,0.05,0.9036
4,2,F1,7.52808988764045,JT_test,0.1,0.92844
4,2,F1,7.52808988764045,DD_test,0.1,0.96652
4,2,F1,7.640449438202247,JT_test,0.01,0.4091
4,2,F1,7.640449438202247,DD_test,0.01,0.60762
4,2,F1,7.640449438202247,JT_test,0.05,0.8632
4,2,F1,7.640449438202247,DD_test,0.05,0.91152
4,2,F1,7.640449438202247,JT_test,0.1,0.93194
4,2,F1,7.640449438202247,DD_test,0.1,0.96922
4,2,F1,7.752808988764045,JT_test,0.01,0.4232
4,2,F1,7.752808988764045,DD_test,0.01,0.6251
